state,name,agency,type,notes
Arkansas,Doug Leasure,University of Arkansas,school,
Arkansas,Matt Lindsey,The Nature Conservancy,ngo-nongame,
Arkansas,David Long,Arkansas Game and Fish Commission,state,
Arkansas,Daniel Millican,The Nature Conservancy,ngo-nongame,
Arkansas,Jason Milks,The Nature Conservancy,ngo-nongame,
Arkansas,Stephen O'Neal,Arkansas Game and Fish Commission,state,
Arkansas,Jennifer Sheehan,Arkansas Game and Fish Commission,state,
Arkansas,Keith Whalen,US Forest Service USFS,federal,
Arkansas,Jennifer Akin,Arkansas Natural Heritage Commission,state,
Arkansas,Martin Blaney,Arkansas Game and Fish Commission,state,
Arkansas,James Foster,Arkansas Game and Fish Commission,state,
Arkansas,Tom Foti,Arkansas Natural Heritage Commission,state,
Arkansas,Daniel Greenfield,Arkansas Game and Fish Commission,state,
Arkansas,Clint Harris,The Nature Conservancy,ngo-nongame,
Arkansas,Mark Hutchings,Arkansas Game and Fish Commission,state,
Arkansas,Clint Johnson,Arkansas Game and Fish Commission,state,
Arkansas,Joe Krystofik,US Fish and Wildlife Service USFWS,federal,
Arkansas,Terri Lane,Northwest Arkansas Land Trust,ngo-nongame,
Arkansas,Katherine Larson,University of Central Arkansas,school,
Arkansas,Carl Scott,National Park Service,federal,
Arkansas,Jeffrey Taverner,Arkansas Game and Fish Commission,state,
Arkansas,Ray Wiggs,Arkansas Game and Fish Commission,state,
Arkansas,Barbara Wilson,National Park Service,federal,
Arkansas,Ted Zawislak,Arkansas Game and Fish Commission,state,
Arkansas,Mike Slay,The Nature Conservancy,ngo-nongame,
Arkansas,Chuck Bitting,National Park Service,federal,
Arkansas,Levi Horrell,Arkansas Game and Fish Commission,state,
Arkansas,Trevor Mills,Arkansas Game and Fish Commission,state,
Arkansas,Ron Redman,"Mitigation Surveying Services, LLC",business,
Arkansas,Mitch Wine,US Fish and Wildlife Service USFWS,federal,
California,Armand Gonzales,California Department of Fish and Wildlife,state,
California,Junko Hoshi,California Department of Fish and Wildlife,state,
California,Whitney Albright,California Department of Fish and Wildlife,state,
California,Diane Mastalir,California Department of Fish and Wildlife,state,
California,Kurt Malchow,California Department of Fish and Wildlife,state,
California,Kevin Shaffer,California Department of Fish and Wildlife,state,
California,Todd Keeler-Wolf,California Department of Fish and Wildlife,state,
California,Melanie Gogol-Prokurat,California Department of Fish and Wildlife,state,
California,Vicki Frey,California Department of Fish and Wildlife,state,
California,Julia Gonzales,California Department of Fish and Wildlife,state,
California,Curtis Alling,"Ascent Environmental, Inc",business,
California,Linda Leeman,"Ascent Environmental, Inc",business,
California,Lisa Kashiwase,"Ascent Environmental, Inc",business,
California,Steve Henderson,"Ascent Environmental, Inc",business,
California,Claudia Funari,"Ascent Environmental, Inc",business,
California,Krik de Kok,"Ascent Environmental, Inc",business,
California,Rachel Kozloski,"Ascent Environmental, Inc",business,
California,Jessica Mitchell,"Ascent Environmental, Inc",business,
California,Bonnie Peterson,"Ascent Environmental, Inc",business,
California,Melinda Rivasplata,"Ascent Environmental, Inc",business,
California,Julia Wilson,"Ascent Environmental, Inc",business,
California,Gayiety Lane,"Ascent Environmental, Inc",business,
California,Corey Alling,"Ascent Environmental, Inc",business,
California,Tegan Hoffmann,Blue Earth Consultants,business,
California,Sarah Eminhizer,Blue Earth Consultants,business,
California,Christina Sloop,Blue Earth Consultants,business,
California,Jennifer Lam,Blue Earth Consultants,business,
California,Ana Nadal,Blue Earth Consultants,business,
California,Richard Margoluis,Foundations of Success,ngo-nongame,
California,Judy Boshoven,Foundations of Success,ngo-nongame,
California,Cheryl Margoluis,Foundations of Success,ngo-nongame,
California,Jodie Monaghan,"Center for Collaborative Policy - California State University, Sacramento",school,
California,Heidi Hill Drum,"Center for Collaborative Policy - California State University, Sacramento",school,
California,Doug Johnson,California Invasive Plant Council,ngo-nongame,
California,Elizabeth Brusati,California Invasive Plant Council,ngo-nongame,
California,John Knapp,The Nature Conservancy,ngo-nongame,
California,John Randall,The Nature Conservancy,ngo-nongame,
California,Dick Cameron,The Nature Conservancy,ngo-nongame,
California,Chuck Bonham,California Department of Fish and Wildlife,state,
California,Kevin Hunting,California Department of Fish and Wildlife,state,
California,Tom Cullen,California Department of Fish and Wildlife,state,
California,Sonke Mastrup,California Department of Fish and Wildlife,state,
California,John Donnelly,California Department of Fish and Wildlife,state,
California,Sandra Morey,California Department of Fish and Wildlife,state,
California,Dan Yparraguirre,California Department of Fish and Wildlife,state,
California,Tom Lupo,California Department of Fish and Wildlife,state,
California,Jordan Traverso,California Department of Fish and Wildlife,state,
California,Helen Birss,California Department of Fish and Wildlife,state,
California,Scott Cantrell,California Department of Fish and Wildlife,state,
California,Stafford Lehr,California Department of Fish and Wildlife,state,
California,Eric Loft,California Department of Fish and Wildlife,state,
California,Steve Schoenig,California Department of Fish and Wildlife,state,
California,Neil Manji,California Department of Fish and Wildlife,state,
California,Kimberly Nicol,California Department of Fish and Wildlife,state,
California,Ed Pert,California Department of Fish and Wildlife,state,
California,Jeff Single,California Department of Fish and Wildlife,state,
California,Tina Bartlett,California Department of Fish and Wildlife,state,
California,Craig Shuman,California Department of Fish and Wildlife,state,
California,Scott Wilson,California Department of Fish and Wildlife,state,
California,Debbie Aseltine-Neilson,California Department of Fish and Wildlife,state,
California,Daniel Burmester,California Department of Fish and Wildlife,state,
California,Dave Lentz,California Department of Fish and Wildlife,state,
California,Pete Figura,California Department of Fish and Wildlife,state,
California,Holly Gellerman,California Department of Fish and Wildlife,state,
California,Mike Giusti,California Department of Fish and Wildlife,state,
California,Stephen Juarez,California Department of Fish and Wildlife,state,
California,Greg Martinelli,California Department of Fish and Wildlife,state,
California,Amber Pairis,California Department of Fish and Wildlife,state,
California,Monica Parisi,California Department of Fish and Wildlife,state,
California,Rocky Thompson,California Department of Fish and Wildlife,state,
California,Terry Tillman,California Department of Fish and Wildlife,state,
California,Angela Barlow,California Department of Fish and Wildlife,state,
California,Meredith Fleener,California Department of Fish and Wildlife,state,
California,Cathy Grunwaldt,California Department of Fish and Wildlife,state,
California,Guphy Gustafson,California Department of Fish and Wildlife,state,
California,Brian Salazar,California Department of Fish and Wildlife,state,
California,Tara de Silva,California Department of Fish and Wildlife,state,
California,Carol Singleton,California Department of Fish and Wildlife,state,
California,Natalie DuBois,Defenders of Wildlife,ngo-nongame,
California,Warren Lockwood,Sitka Technology,business,
California,Nick Salfsky,Foundations of Success,ngo-nongame,
California,Julie Yamamoto,California Department of Fish and Wildlife,state,
California,Rob Titus,California Department of Fish and Wildlife,state,
California,Shelley Ellis,Bureau of Land Management,federal,
California,Dana Morawitz,California Invasive Plant Council,ngo-nongame,
California,Tiffany Meyer,California Department of Forestry and Fire Protection,state,
California,David Passovoy,California Department of Forestry and Fire Protection,state,
California,Patricia Gordon-Reedy,Conservation Biology Institute,ngo-nongame,
California,Daniel Gluesenkamp,California Native Plant Society,ngo-nongame,
California,Greg Suba,California Native Plant Society,ngo-nongame,
California,Greg Yarris,Central Valley Joint Venture,partnership,
California,Pamila Flick,Defenders of Wildlife,ngo-nongame,
California,Kristal Davis-Fadtke,Delta Conservancy,state,
California,Dominic Bachman,US Fish and Wildlife Service USFWS,federal,
California,Judy Hohman,US Fish and Wildlife Service USFWS,federal,
California,Dave Imper,US Fish and Wildlife Service USFWS,federal,
California,Carolyn Lieberman,US Fish and Wildlife Service USFWS,federal,
California,Gerry McChesney,US Fish and Wildlife Service USFWS,federal,
California,Bob Parris,US Fish and Wildlife Service USFWS,federal,
California,Cassie Roeder,US Fish and Wildlife Service USFWS,federal,
California,Mary Root,US Fish and Wildlife Service USFWS,federal,
California,Jonathan Snapp-Cook,US Fish and Wildlife Service USFWS,federal,
California,Susan Wynn,US Fish and Wildlife Service USFWS,federal,
California,Andy Yuen,US Fish and Wildlife Service USFWS,federal,
California,Kate Faulkner,National Park Service,federal,
California,Linda Manning,National Park Service,federal,
California,Geoff Guepel,Point Blue Conservation Science,ngo-nongame,
California,Christina Sloop,San Francisco Bay Joint Venture,partnership,
California,Trish Smith,The Nature Conservancy,ngo-nongame,
California,Jessica Strickland,Trout Unlimited,ngo-consumptive,
California,Steve Beissinger,UC Berkeley,school,
California,Cameron Barrows,UC Riverside,school,
California,Greg Guisti,UC Davis,school,
California,Todd Ellsworth,US Forest Service USFS,federal,
California,Chrissy Howell,US Forest Service USFS,federal,
California,Kathleen Nelson,US Forest Service USFS,federal,
California,Don Yasuda,US Forest Service USFS,federal,
California,Denise LeBerteaux,Eremico,business,
California,Julie King,Catalina Conservancy,ngo-nongame,
California,William Hoyer,US Navy,federal,
California,Bryan Munson,US Navy,federal,
California,Ali Aghili,California Department of Fish and Wildlife,state,
California,Alisa Ellsworth,California Department of Fish and Wildlife,state,
California,Brad Henderson,California Department of Fish and Wildlife,state,
California,Jack Crayon,California Department of Fish and Wildlife,state,
California,Timothy Dodson,California Department of Fish and Wildlife,state,
California,Nancy Frost,California Department of Fish and Wildlife,state,
California,Michelle Gilroy,California Department of Fish and Wildlife,state,
California,Joshua Bush,California Department of Fish and Wildlife,state,
California,Karen Miner,California Department of Fish and Wildlife,state,
California,Krysta Rogers,California Department of Fish and Wildlife,state,
California,Gordon Lepig,California Department of Fish and Wildlife,state,
California,Richard Lis,California Department of Fish and Wildlife,state,
California,Mike Morrison,California Department of Fish and Wildlife,state,
California,Mark Wheetley,California Department of Fish and Wildlife,state,
California,John O'Brien,California Department of Fish and Wildlife,state,
California,Paul Divine,California Department of Fish and Wildlife,state,
California,Robert Schaefer,California Department of Fish and Wildlife,state,
California,Richard Shinn,California Department of Fish and Wildlife,state,
California,William Somer,California Department of Fish and Wildlife,state,
California,Staeve Parmenter,California Department of Fish and Wildlife,state,
California,Kristal Tomlinson,California Department of Fish and Wildlife,state,
California,Don Crocker,California Department of Fish and Wildlife,state,
California,Karen Caprio,California Department of Fish and Wildlife,state,
California,Sandra Summers,California Department of Fish and Wildlife,state,
California,Mike Brown,California Department of Fish and Wildlife,state,
California,Jonathan Nelson,California Department of Fish and Wildlife,state,
California,Joe Pisciotto,California Department of Fish and Wildlife,state,
California,Glenn Yoshioka,California Department of Fish and Wildlife,state,
California,Steve Hampton,California Department of Fish and Wildlife,state,
California,Vicki Lake,California Department of Fish and Wildlife,state,
California,Rhianna Lee,California Department of Fish and Wildlife,state,
California,Laura Patterson,California Department of Fish and Wildlife,state,
California,Chris Stermer,California Department of Fish and Wildlife,state,
California,Steve Cannata,California Department of Fish and Wildlife,state,
California,Jennifer Carlson,California Department of Fish and Wildlife,state,
California,Joe Croteau,California Department of Fish and Wildlife,state,
California,Brett Furnas,California Department of Fish and Wildlife,state,
California,Mike Harris,California Department of Fish and Wildlife,state,
California,Robert Hawkins,California Department of Fish and Wildlife,state,
California,Scott Hill,California Department of Fish and Wildlife,state,
California,Christine Hubbard,California Department of Fish and Wildlife,state,
California,Gordon Leppig,California Department of Fish and Wildlife,state,
California,Eric Nelson,California Department of Fish and Wildlife,state,
California,Ben Ewing,California Department of Fish and Wildlife,state,
California,Margarita Gordus,California Department of Fish and Wildlife,state,
California,John Hanson,California Department of Fish and Wildlife,state,
California,Laurie Hatton,California Department of Fish and Wildlife,state,
California,Stacy Heminway,California Department of Fish and Wildlife,state,
California,Paul Hofmann,California Department of Fish and Wildlife,state,
California,Ken Kundargi,California Department of Fish and Wildlife,state,
California,Lauren Mulloy,California Department of Fish and Wildlife,state,
California,Julie Newman,California Department of Fish and Wildlife,state,
California,Jeanine Phillips,California Department of Fish and Wildlife,state,
California,Kevin Thomas,California Department of Fish and Wildlife,state,
California,April Hennessy,California Department of Fish and Wildlife,state,
California,Terris Kasteen,California Department of Fish and Wildlife,state,
California,Karen Taylor,California Department of Fish and Wildlife,state,
California,Jeff Cann,California Department of Fish and Wildlife,state,
California,Dave Hacker,California Department of Fish and Wildlife,state,
California,Tim Heyne,California Department of Fish and Wildlife,state,
California,Tim Kroeker,California Department of Fish and Wildlife,state,
California,Dennis Michniuk,California Department of Fish and Wildlife,state,
California,Bob Stafford,California Department of Fish and Wildlife,state,
California,Erin Tennant,California Department of Fish and Wildlife,state,
California,Krista Tomlinson,California Department of Fish and Wildlife,state,
California,Dan Blankenship,California Department of Fish and Wildlife,state,
California,Bryand Duke,California Department of Fish and Wildlife,state,
California,Tim Hovey,California Department of Fish and Wildlife,state,
California,Dwayne Maxwell,California Department of Fish and Wildlife,state,
California,Heather Pert,California Department of Fish and Wildlife,state,
California,Terri Stewart,California Department of Fish and Wildlife,state,
California,Dawne Baker,California Department of Fish and Wildlife,state,
California,Allisa Ellsworth,California Department of Fish and Wildlife,state,
California,Dawne Emery,California Department of Fish and Wildlife,state,
